Experiment,Transect,Plot,Treatment,Species,HostGroup,BackgroundSpecies,Density,Observer,DamageDate,SeedCollectionDate,Plant.ID,leaf1,leaf2,leaf3,leaf4,leaf5,leaf6,Rust?,SeedCollection,Notes
Competition,NA,182,fungicide,AB,AB seed,BH seed,100,TCB,5/20/16,5/20/16,X1568,0.1,0.1,NA,NA,NA,NA,,YES,
Competition,NA,182,fungicide,BD,BD seed,BH seed,100,TCB,5/20/16,5/20/16,X1565,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,182,fungicide,BH,BH seed,BH seed,100,TCB,5/20/16,5/20/16,X765,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,182,fungicide,EG,EG seed,BH seed,100,TCB,5/20/16,5/20/16,X1564,0,1,0.1,NA,NA,NA,,NO,
Competition,NA,182,fungicide,SP,SP seed,BH seed,100,TCB,5/20/16,5/20/16,X1566,0,0,0,NA,NA,NA,,NO,
Competition,NA,182,fungicide,EG,EG adult,BH seed,100,TCB,5/20/16,5/20/16,X1567,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,182,fungicide,SP,SP adult,BH seed,100,TCB,5/20/16,5/20/16,X1511,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,183,fungicide,AB,AB seed,AB seed,80,TCB,5/20/16,5/20/16,X1569,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,183,fungicide,BD,BD seed,AB seed,80,TCB,5/20/16,5/20/16,X1510,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,183,fungicide,BH,BH seed,AB seed,80,TCB,5/20/16,5/20/16,X1572,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,183,fungicide,EG,EG seed,AB seed,80,TCB,5/20/16,5/20/16,X1571,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,183,fungicide,SP,SP seed,AB seed,80,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,183,fungicide,EG,EG adult,AB seed,80,TCB,5/20/16,5/20/16,X1570,1,0,NA,NA,NA,NA,,NO,
Competition,NA,183,fungicide,SP,SP adult,AB seed,80,TCB,5/20/16,5/20/16,X1509,0,1,0.1,NA,NA,NA,,YES,
Competition,NA,184,inoculation,AB,AB seed,BD seed,80,TCB,5/20/16,5/20/16,X1574,5,NA,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,184,inoculation,BD,BD seed,BD seed,80,TCB,5/20/16,5/20/16,X1576,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,184,inoculation,BH,BH seed,BD seed,80,TCB,5/20/16,5/20/16,X1577,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,184,inoculation,EG,EG seed,BD seed,80,TCB,5/20/16,5/20/16,X1575,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,184,inoculation,SP,SP seed,BD seed,80,TCB,5/20/16,5/20/16,X1579,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,184,inoculation,EG,EG adult,BD seed,80,TCB,5/20/16,5/20/16,X1578,5,10,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,184,inoculation,SP,SP adult,BD seed,80,TCB,5/20/16,5/20/16,X1573,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,185,inoculation,AB,AB seed,EG adult,2,TCB,5/20/16,5/20/16,X1591,1,5,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,185,inoculation,BD,BD seed,EG adult,2,TCB,5/20/16,5/20/16,X1588,NA,NA,NA,NA,NA,NA,,YES,"TINY PLANT, DEAD; ONE SEED"
Competition,NA,185,inoculation,BH,BH seed,EG adult,2,TCB,5/20/16,5/20/16,X1586,0,0,0,NA,NA,NA,,YES,
Competition,NA,185,inoculation,EG,EG seed,EG adult,2,TCB,5/20/16,5/20/16,X1587,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,185,inoculation,SP,SP seed,EG adult,2,TCB,5/20/16,5/20/16,X1589,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,185,inoculation,EG,EG adult,EG adult,2,TCB,5/20/16,5/20/16,X1585,0.1,10,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,185,inoculation,SP,SP adult,EG adult,2,TCB,5/20/16,5/20/16,X1590,5,1,1,NA,NA,NA,,YES,
Competition,NA,186,fungicide,AB,AB seed,AB seed,10,TCB,5/20/16,5/20/16,X1584,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,186,fungicide,BD,BD seed,AB seed,10,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,186,fungicide,BH,BH seed,AB seed,10,TCB,5/20/16,5/20/16,X1594,0,0,NA,NA,NA,NA,,YES,
Competition,NA,186,fungicide,EG,EG seed,AB seed,10,TCB,5/20/16,5/20/16,X1592,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,186,fungicide,SP,SP seed,AB seed,10,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,186,fungicide,EG,EG adult,AB seed,10,TCB,5/20/16,5/20/16,X1593,0,0,0,NA,NA,NA,,YES,
Competition,NA,186,fungicide,SP,SP adult,AB seed,10,TCB,5/20/16,5/20/16,X1583,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,187,ambient,AB,AB seed,BD seed,80,SCD,5/20/16,5/20/16,X1607,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,187,ambient,BD,BD seed,BD seed,80,SCD,5/20/16,5/20/16,X282,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,187,ambient,BH,BH seed,BD seed,80,SCD,5/20/16,5/20/16,X1608,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,187,ambient,EG,EG seed,BD seed,80,SCD,5/20/16,5/20/16,X1609,0.1,1,0.1,NA,NA,NA,,NO,
Competition,NA,187,ambient,SP,SP seed,BD seed,80,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,187,ambient,EG,EG adult,BD seed,80,SCD,5/20/16,5/20/16,X1644,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,187,ambient,SP,SP adult,BD seed,80,SCD,5/20/16,5/20/16,X1610,1,5,5,NA,NA,NA,,YES,
Competition,NA,188,ambient,AB,AB seed,AB seed,10,SCD,5/20/16,5/20/16,X1616,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,188,ambient,BD,BD seed,AB seed,10,SCD,5/20/16,5/20/16,X1611,1,NA,NA,NA,NA,NA,,YES,
Competition,NA,188,ambient,BH,BH seed,AB seed,10,SCD,5/20/16,5/20/16,X1615,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,188,ambient,EG,EG seed,AB seed,10,SCD,5/20/16,5/20/16,X1612,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,188,ambient,SP,SP seed,AB seed,10,SCD,5/20/16,5/20/16,X1614,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,188,ambient,EG,EG adult,AB seed,10,SCD,5/20/16,5/20/16,DEAD,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,188,ambient,SP,SP adult,AB seed,10,SCD,5/20/16,5/20/16,X1613,1,5,0.1,NA,NA,NA,,NO,
Competition,NA,189,fungicide,AB,AB seed,EG seed,20,SCD,5/20/16,5/20/16,X1617,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,189,fungicide,BD,BD seed,EG seed,20,SCD,5/20/16,5/20/16,X1622,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,189,fungicide,BH,BH seed,EG seed,20,SCD,5/20/16,5/20/16,X1620,0,0,0,NA,NA,NA,,YES,
Competition,NA,189,fungicide,EG,EG seed,EG seed,20,SCD,5/20/16,5/20/16,X1621,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,189,fungicide,SP,SP seed,EG seed,20,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,189,fungicide,EG,EG adult,EG seed,20,SCD,5/20/16,5/20/16,X1619,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,189,fungicide,SP,SP adult,EG seed,20,SCD,5/20/16,5/20/16,X1618,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,190,fungicide,AB,AB seed,BH seed,80,SCD,5/20/16,5/20/16,X1623,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,190,fungicide,BD,BD seed,BH seed,80,SCD,5/20/16,5/20/16,X1625,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,190,fungicide,BH,BH seed,BH seed,80,SCD,5/20/16,5/20/16,X1626,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,190,fungicide,EG,EG seed,BH seed,80,SCD,5/20/16,5/20/16,X1624,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,190,fungicide,SP,SP seed,BH seed,80,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,190,fungicide,EG,EG adult,BH seed,80,SCD,5/20/16,5/20/16,X1628,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,190,fungicide,SP,SP adult,BH seed,80,SCD,5/20/16,5/20/16,X1627,0.1,1,0.1,NA,NA,NA,,YES,
Competition,NA,191,ambient,AB,AB seed,BD seed,80,SCD,5/20/16,5/20/16,X1631,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,191,ambient,BD,BD seed,BD seed,80,SCD,5/20/16,5/20/16,X287,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,191,ambient,BH,BH seed,BD seed,80,SCD,5/20/16,5/20/16,X1629,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,191,ambient,EG,EG seed,BD seed,80,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,191,ambient,SP,SP seed,BD seed,80,SCD,5/20/16,5/20/16,X1630,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,191,ambient,EG,EG adult,BD seed,80,SCD,5/20/16,5/20/16,X1632,5,1,0,NA,NA,NA,,YES,
Competition,NA,191,ambient,SP,SP adult,BD seed,80,SCD,5/20/16,5/20/16,X1633,5,5,0,NA,NA,NA,,YES,
Competition,NA,192,inoculation,AB,AB seed,BH seed,80,TCB,5/20/16,5/20/16,X1582,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,192,inoculation,BD,BD seed,BH seed,80,TCB,5/20/16,5/20/16,X1597,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,192,inoculation,BH,BH seed,BH seed,80,TCB,5/20/16,5/20/16,X1596,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,192,inoculation,EG,EG seed,BH seed,80,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,192,inoculation,SP,SP seed,BH seed,80,TCB,5/20/16,5/20/16,X1595,1,0,NA,NA,NA,NA,,NO,
Competition,NA,192,inoculation,EG,EG adult,BH seed,80,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,192,inoculation,SP,SP adult,BH seed,80,TCB,5/20/16,5/20/16,X1598,1,0,1,NA,NA,NA,,YES,
Competition,NA,193,inoculation,AB,AB seed,BH seed,100,TCB,5/20/16,5/20/16,X1599,1,1,1,NA,NA,NA,ORANGE,YES,
Competition,NA,193,inoculation,BD,BD seed,BH seed,100,TCB,5/20/16,5/20/16,X1600,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,193,inoculation,BH,BH seed,BH seed,100,TCB,5/20/16,5/20/16,X1601,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,193,inoculation,EG,EG seed,BH seed,100,TCB,5/20/16,5/20/16,X1603,1,0,NA,NA,NA,NA,,NO,
Competition,NA,193,inoculation,SP,SP seed,BH seed,100,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,193,inoculation,EG,EG adult,BH seed,100,TCB,5/20/16,5/20/16,X1602,0.1,1,1,NA,NA,NA,,NO,
Competition,NA,193,inoculation,SP,SP adult,BH seed,100,TCB,5/20/16,5/20/16,X1604,0.1,0,1,NA,NA,NA,,YES,
Competition,NA,194,fungicide,AB,AB seed,BD seed,80,TCB,5/20/16,5/20/16,X1606,0,1,0,NA,NA,NA,ORANGE,YES,
Competition,NA,194,fungicide,BD,BD seed,BD seed,80,TCB,5/20/16,5/20/16,X1580,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,194,fungicide,BH,BH seed,BD seed,80,TCB,5/20/16,5/20/16,X1605,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,194,fungicide,EG,EG seed,BD seed,80,TCB,5/20/16,5/20/16,X1581,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,194,fungicide,SP,SP seed,BD seed,80,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,194,fungicide,EG,EG adult,BD seed,80,TCB,5/20/16,5/20/16,X1645,0,0,1,NA,NA,NA,ORANGE,YES,
Competition,NA,194,fungicide,SP,SP adult,BD seed,80,TCB,5/20/16,5/20/16,X1646,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,195,fungicide,AB,AB seed,EG adult,6,TCB,5/20/16,5/20/16,X1663,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,195,fungicide,BD,BD seed,EG adult,6,TCB,5/20/16,5/20/16,X1648,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,195,fungicide,BH,BH seed,EG adult,6,TCB,5/20/16,5/20/16,X1652,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,195,fungicide,EG,EG seed,EG adult,6,TCB,5/20/16,5/20/16,X1649,0,0,0,NA,NA,NA,,NO,
Competition,NA,195,fungicide,SP,SP seed,EG adult,6,TCB,5/20/16,5/20/16,X1647,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,195,fungicide,EG,EG adult,EG adult,6,TCB,5/20/16,5/20/16,X1650,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,195,fungicide,SP,SP adult,EG adult,6,TCB,5/20/16,5/20/16,X1651,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,196,ambient,AB,AB seed,BH seed,20,TCB,5/20/16,5/20/16,X1653,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,196,ambient,BD,BD seed,BH seed,20,TCB,5/20/16,5/20/16,X1654,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,196,ambient,BH,BH seed,BH seed,20,TCB,5/20/16,5/20/16,X1656,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,196,ambient,EG,EG seed,BH seed,20,TCB,5/20/16,5/20/16,X1655,1,0,0,NA,NA,NA,,NO,
Competition,NA,196,ambient,SP,SP seed,BH seed,20,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,196,ambient,EG,EG adult,BH seed,20,TCB,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,196,ambient,SP,SP adult,BH seed,20,TCB,5/20/16,5/20/16,X1657,1,5,1,NA,NA,NA,,YES,
Competition,NA,197,fungicide,AB,AB seed,AB seed,100,TCB,5/20/16,5/20/16,X148,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,197,fungicide,BD,BD seed,AB seed,100,TCB,5/20/16,5/20/16,X1662,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,197,fungicide,BH,BH seed,AB seed,100,TCB,5/20/16,5/20/16,X1664,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,197,fungicide,EG,EG seed,AB seed,100,TCB,5/20/16,5/20/16,X1660,0,0,NA,NA,NA,NA,,NO,
Competition,NA,197,fungicide,SP,SP seed,AB seed,100,TCB,5/20/16,5/20/16,X1659,0,0,0,NA,NA,NA,,NO,
Competition,NA,197,fungicide,EG,EG adult,AB seed,100,TCB,5/20/16,5/20/16,X1661,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,197,fungicide,SP,SP adult,AB seed,100,TCB,5/20/16,5/20/16,X1658,0,1,0,NA,NA,NA,,YES,
Competition,NA,60,fungicide,AB,AB seed,SP adult,2,SCD,5/23/16,5/23/16,NA,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,60,fungicide,BD,BD seed,SP adult,2,SCD,5/23/16,5/23/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,60,fungicide,BH,BH seed,SP adult,2,SCD,5/23/16,5/23/16,NA,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,60,fungicide,EG,EG seed,SP adult,2,SCD,5/23/16,5/23/16,X1697,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,60,fungicide,SP,SP seed,SP adult,2,SCD,5/23/16,5/23/16,X1696,0.1,1,0,NA,NA,NA,,NO,
Competition,NA,60,fungicide,EG,EG adult,SP adult,2,SCD,5/23/16,5/23/16,X1695,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,60,fungicide,SP,SP adult,SP adult,2,SCD,5/23/16,5/23/16,X1694,0.1,0.1,1,NA,NA,NA,,YES,
Competition,NA,46,fungicide,AB,AB seed,SP adult,6,SCD,5/23/16,5/23/16,NA,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,46,fungicide,BD,BD seed,SP adult,6,SCD,5/23/16,5/23/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,46,fungicide,BH,BH seed,SP adult,6,SCD,5/23/16,5/23/16,NA,1,0,0,NA,NA,NA,,YES,
Competition,NA,46,fungicide,EG,EG seed,SP adult,6,SCD,5/23/16,5/23/16,X1698,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,46,fungicide,SP,SP seed,SP adult,6,SCD,5/23/16,5/23/16,X1700,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,46,fungicide,EG,EG adult,SP adult,6,SCD,5/23/16,5/23/16,X1699,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,46,fungicide,SP,SP adult,SP adult,6,SCD,5/23/16,5/9/16,X685,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,198,inoculation,AB,AB seed,EG adult,4,SCD,5/23/16,5/23/16,NA,0.1,1,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,198,inoculation,BD,BD seed,EG adult,4,SCD,5/23/16,5/23/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,198,inoculation,BH,BH seed,EG adult,4,SCD,5/23/16,5/23/16,NA,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,198,inoculation,EG,EG seed,EG adult,4,SCD,5/23/16,5/23/16,X1682,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,198,inoculation,SP,SP seed,EG adult,4,SCD,5/23/16,5/23/16,X1701,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,198,inoculation,EG,EG adult,EG adult,4,SCD,5/23/16,5/23/16,X1665,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,198,inoculation,SP,SP adult,EG adult,4,SCD,5/23/16,5/23/16,X1666,1,1,5,NA,NA,NA,,YES,
Competition,NA,199,ambient,AB,AB seed,BD seed,40,SCD,5/20/16,5/20/16,X1636,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,199,ambient,BD,BD seed,BD seed,40,SCD,5/20/16,5/20/16,X1637,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,199,ambient,BH,BH seed,BD seed,40,SCD,5/20/16,5/20/16,X1634,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,199,ambient,EG,EG seed,BD seed,40,SCD,5/20/16,5/20/16,X1638,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,199,ambient,SP,SP seed,BD seed,40,SCD,5/20/16,5/20/16,X1635,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,199,ambient,EG,EG adult,BD seed,40,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,199,ambient,SP,SP adult,BD seed,40,SCD,5/20/16,5/20/16,X1643,5,1,0.1,NA,NA,NA,,YES,
Competition,NA,200,inoculation,AB,AB seed,AB seed,100,SCD,5/20/16,5/20/16,X769,0.1,1,0,NA,NA,NA,,YES,
Competition,NA,200,inoculation,BD,BD seed,AB seed,100,SCD,5/20/16,5/20/16,X1640,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,200,inoculation,BH,BH seed,AB seed,100,SCD,5/20/16,5/20/16,X1642,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,200,inoculation,EG,EG seed,AB seed,100,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,200,inoculation,SP,SP seed,AB seed,100,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,200,inoculation,EG,EG adult,AB seed,100,SCD,5/20/16,5/20/16,X1639,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,200,inoculation,SP,SP adult,AB seed,100,SCD,5/20/16,5/20/16,X1641,0.1,1,5,NA,NA,NA,,NO,
Competition,NA,201,inoculation,AB,AB seed,EG adult,6,SCD,5/20/16,5/20/16,X1686,0,0,1,NA,NA,NA,ORANGE,YES,
Competition,NA,201,inoculation,BD,BD seed,EG adult,6,SCD,5/20/16,5/20/16,X1689,5,NA,NA,NA,NA,NA,,YES,
Competition,NA,201,inoculation,BH,BH seed,EG adult,6,SCD,5/20/16,5/20/16,X1683,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,201,inoculation,EG,EG seed,EG adult,6,SCD,5/20/16,5/20/16,X1684,0,0,NA,NA,NA,NA,,NO,
Competition,NA,201,inoculation,SP,SP seed,EG adult,6,SCD,5/20/16,5/20/16,X1688,1,1,1,NA,NA,NA,,NO,
Competition,NA,201,inoculation,EG,EG adult,EG adult,6,SCD,5/20/16,5/20/16,X1685,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,201,inoculation,SP,SP adult,EG adult,6,SCD,5/20/16,5/20/16,X1687,0,1,0.1,NA,NA,NA,,NO,
Competition,NA,202,inoculation,AB,AB seed,SP seed,100,SCD,5/20/16,5/20/16,X1691,0,0.1,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,202,inoculation,BD,BD seed,SP seed,100,SCD,5/20/16,5/20/16,X1690,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,202,inoculation,BH,BH seed,SP seed,100,SCD,5/20/16,5/20/16,X1693,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,202,inoculation,EG,EG seed,SP seed,100,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,202,inoculation,SP,SP seed,SP seed,100,SCD,5/20/16,5/20/16,X091,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,202,inoculation,EG,EG adult,SP seed,100,SCD,5/20/16,5/20/16,DEAD,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,202,inoculation,SP,SP adult,SP seed,100,SCD,5/20/16,5/20/16,X1692,5,5,5,NA,NA,NA,,YES,
Competition,NA,203,inoculation,AB,AB seed,SP seed,20,SCD,5/20/16,5/20/16,NA,5,1,0.1,NA,NA,NA,,YES,
Competition,NA,203,inoculation,BD,BD seed,SP seed,20,SCD,5/20/16,5/20/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,203,inoculation,BH,BH seed,SP seed,20,SCD,5/20/16,5/20/16,NA,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,203,inoculation,EG,EG seed,SP seed,20,SCD,5/20/16,5/20/16,X1681,1,1,1,NA,NA,NA,ORANGE,NO,
Competition,NA,203,inoculation,SP,SP seed,SP seed,20,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,203,inoculation,EG,EG adult,SP seed,20,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,203,inoculation,SP,SP adult,SP seed,20,SCD,5/20/16,5/20/16,X1667,0,5,5,NA,NA,NA,,YES,
Competition,NA,204,inoculation,AB,AB seed,BD seed,10,SCD,5/20/16,5/20/16,NA,0,1,0.1,NA,NA,NA,,YES,
Competition,NA,204,inoculation,BD,BD seed,BD seed,10,SCD,5/20/16,5/20/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,204,inoculation,BH,BH seed,BD seed,10,SCD,5/20/16,5/20/16,NA,0,0.1,NA,NA,NA,NA,,YES,
Competition,NA,204,inoculation,EG,EG seed,BD seed,10,SCD,5/20/16,5/20/16,X1670,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,204,inoculation,SP,SP seed,BD seed,10,SCD,5/20/16,5/20/16,X1669,0.1,1,1,NA,NA,NA,,NO,
Competition,NA,204,inoculation,EG,EG adult,BD seed,10,SCD,5/20/16,5/20/16,X1671,1,5,0.1,NA,NA,NA,,YES,
Competition,NA,204,inoculation,SP,SP adult,BD seed,10,SCD,5/20/16,5/20/16,X1668,5,1,1,NA,NA,NA,,YES,
Competition,NA,205,inoculation,AB,AB seed,BD seed,10,SCD,5/20/16,5/20/16,NA,1,0,1,NA,NA,NA,,YES,
Competition,NA,205,inoculation,BD,BD seed,BD seed,10,SCD,5/20/16,5/20/16,NA,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,205,inoculation,BH,BH seed,BD seed,10,SCD,5/20/16,5/20/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,205,inoculation,EG,EG seed,BD seed,10,SCD,5/20/16,5/20/16,X1674,0.1,0.1,1,NA,NA,NA,BROWN,NO,
Competition,NA,205,inoculation,SP,SP seed,BD seed,10,SCD,5/20/16,5/20/16,X1680,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,205,inoculation,EG,EG adult,BD seed,10,SCD,5/20/16,5/20/16,X1673,5,0.1,1,NA,NA,NA,BROWN,YES,
Competition,NA,205,inoculation,SP,SP adult,BD seed,10,SCD,5/20/16,5/20/16,X1672,5,1,5,NA,NA,NA,,YES,
Competition,NA,206,inoculation,AB,AB seed,AB seed,80,SCD,5/20/16,5/20/16,NA,1,5,1,NA,NA,NA,,YES,
Competition,NA,206,inoculation,BD,BD seed,AB seed,80,SCD,5/20/16,5/20/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,206,inoculation,BH,BH seed,AB seed,80,SCD,5/20/16,5/20/16,NA,0,0,0,NA,NA,NA,,YES,
Competition,NA,206,inoculation,EG,EG seed,AB seed,80,SCD,5/20/16,5/20/16,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,206,inoculation,SP,SP seed,AB seed,80,SCD,5/20/16,5/20/16,X1675,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,206,inoculation,EG,EG adult,AB seed,80,SCD,5/20/16,5/20/16,X1676,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,206,inoculation,SP,SP adult,AB seed,80,SCD,5/20/16,5/20/16,DEAD,NA,NA,NA,NA,NA,NA,NA,NA,
Competition,NA,207,inoculation,AB,AB seed,BD seed,20,SCD,5/20/16,5/20/16,NA,0,0.1,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,207,inoculation,BD,BD seed,BD seed,20,SCD,5/20/16,5/20/16,NA,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,207,inoculation,BH,BH seed,BD seed,20,SCD,5/20/16,5/20/16,NA,0,0.1,NA,NA,NA,NA,,YES,
