year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2016,competition,competition_13,competition_13,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_210,competition_210,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_170,competition_170,GAST,8.88888888888889,Gastridium phleoides,non.ann,0
2016,competition,competition_162,competition_162,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_108,competition_108,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_121,competition_121,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_220,competition_220,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_70,competition_70,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_72,competition_72,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_32,competition_32,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_98,competition_98,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_136,competition_136,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_88,competition_88,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_101,competition_101,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_171,competition_171,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_74,competition_74,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_106,competition_106,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_104,competition_104,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_31,competition_31,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_187,competition_187,GAST,4,Gastridium phleoides,non.ann,0
2016,competition,competition_113,competition_113,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_107,competition_107,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_175,competition_175,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_191,competition_191,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_167,competition_167,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_140,competition_140,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_64,competition_64,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_80,competition_80,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_112,competition_112,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_129,competition_129,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_43,competition_43,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_85,competition_85,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_128,competition_128,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_86,competition_86,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_11,competition_11,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_130,competition_130,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_38,competition_38,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_94,competition_94,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_143,competition_143,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_99,competition_99,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_22,competition_22,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_17,competition_17,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_82,competition_82,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_157,competition_157,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_59,competition_59,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_4,competition_4,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_41,competition_41,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_211,competition_211,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_58,competition_58,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_138,competition_138,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_5,competition_5,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_15,competition_15,GAST,2.22222222222222,Gastridium phleoides,non.ann,0
2016,competition,competition_188,competition_188,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_24,competition_24,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_84,competition_84,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_147,competition_147,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_196,competition_196,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_199,competition_199,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_68,competition_68,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_172,competition_172,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_114,competition_114,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_149,competition_149,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_81,competition_81,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_152,competition_152,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_53,competition_53,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_2,competition_2,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_8,competition_8,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_111,competition_111,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_127,competition_127,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_224,competition_224,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_47,competition_47,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_212,competition_212,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_213,competition_213,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_221,competition_221,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_225,competition_225,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_232,competition_232,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_52,competition_52,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_218,competition_218,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_230,competition_230,GAST,0,Gastridium phleoides,non.ann,0
2016,competition,competition_231,competition_231,GAST,0,Gastridium phleoides,non.ann,0
